customer_id,age,gender,segment,tier,city,state,annual_income_inr,credit_score,join_date,is_churned,churn_date
CUST00133,20,Male,Gen-Z,Basic,Jaipur,Rajasthan,492434,643,2022-08-04,0,
CUST00134,23,Male,Millennial,Basic,Bangalore,Karnataka,630166,701,2023-06-17,1,
CUST00135,21,Non-binary,Boomer,Elite,Bangalore,Karnataka,963252,802,2023-01-06,0,
CUST00136,32,Female,Millennial,Basic,Mumbai,Maharashtra,840231,616,2021-11-19,0,
CUST00137,56,Male,Millennial,Premium,Hyderabad,Telangana,795416,725,2021-08-06,0,
CUST00138,32,Female,Gen-X,Basic,Hyderabad,Telangana,927232,652,2022-11-03,0,
CUST00139,19,Female,Millennial,Premium,Bangalore,Karnataka,1156764,640,2022-05-27,1,2023-09-17
CUST00140,51,Male,Boomer,Elite,Kolkata,West Bengal,653151,742,2022-02-10,0,
CUST00141,48,Female,Boomer,Premium,Jaipur,Rajasthan,1499691,715,2022-10-21,0,
CUST00142,18,Female,Millennial,Basic,Mumbai,Maharashtra,549995,639,2022-04-15,0,
CUST00143,39,Male,Millennial,Premium,Kolkata,West Bengal,827107,817,2021-05-27,0,
CUST00144,57,Male,Millennial,Premium,Hyderabad,Telangana,622787,600,2021-09-29,0,
CUST00145,30,Male,Millennial,Basic,Mumbai,Maharashtra,598768,715,2021-05-23,0,
CUST00146,26,Female,Gen-Z,Elite,Pune,Maharashtra,337769,723,2021-09-10,0,
CUST00147,39,Female,Millennial,Premium,Chennai,Tamil Nadu,816950,776,2023-02-02,0,
CUST00148,63,Female,Millennial,Elite,Ahmedabad,Gujarat,860839,815,2022-07-29,1,2024-02-14
CUST00149,29,Female,Gen-Z,Premium,Mumbai,Maharashtra,340015,558,2022-07-06,0,
CUST00150,38,Female,Millennial,Basic,Hyderabad,Telangana,1185577,636,2021-09-27,0,
CUST00151,21,Female,Boomer,Basic,Kolkata,West Bengal,909319,643,2023-02-04,1,2023-06-01
CUST00152,19,Male,Gen-Z,Basic,Pune,Maharashtra,437652,601,2022-08-22,1,2023-01-21
CUST00153,27,Male,Gen-Z,Elite,Ahmedabad,Gujarat,364880,728,2022-03-15,0,
CUST00154,55,Male,Millennial,Premium,Ahmedabad,Gujarat,845745,827,2022-08-21,1,2023-02-13
CUST00155,63,Male,Boomer,Premium,Mumbai,Maharashtra,1507219,788,2022-02-13,0,
CUST00156,27,Female,Gen-Z,Basic,Ahmedabad,Gujarat,456330,622,2022-01-06,0,
CUST00157,25,Female,Gen-X,Basic,Pune,Maharashtra,1142778,621,2021-08-13,0,
CUST00158,51,Male,Gen-X,Premium,Jaipur,Rajasthan,1098075,617,2021-05-22,0,
CUST00159,41,Female,Gen-Z,Basic,Kolkata,West Bengal,527680,554,2022-06-06,0,
CUST00160,22,Male,Gen-X,Basic,Mumbai,Maharashtra,941885,787,2022-05-21,0,
CUST00161,41,Female,Millennial,Premium,Ahmedabad,Gujarat,758976,670,2021-04-04,0,
CUST00162,63,Female,Millennial,Basic,Jaipur,Rajasthan,606037,760,2023-02-13,1,2024-04-22
CUST00163,60,Male,Millennial,Basic,Kolkata,West Bengal,680583,811,2021-02-18,0,
CUST00164,43,Male,Millennial,Basic,Delhi,Delhi,606878,607,2023-06-01,0,
CUST00165,55,Female,Gen-Z,Basic,Jaipur,Rajasthan,566031,592,2021-04-23,0,
CUST00166,24,Female,Gen-X,Elite,Delhi,Delhi,1678285,746,2021-06-06,0,
CUST00167,39,Female,Millennial,Basic,Delhi,Delhi,892649,621,2022-10-05,0,
CUST00168,37,Male,Gen-Z,Basic,Jaipur,Rajasthan,367327,640,2021-06-13,0,
CUST00169,38,Male,Gen-Z,Basic,Ahmedabad,Gujarat,453068,586,2023-03-23,0,
CUST00170,26,Non-binary,Millennial,Premium,Delhi,Delhi,864583,786,2022-11-28,0,
CUST00171,28,Male,Gen-X,Basic,Ahmedabad,Gujarat,1508484,842,2022-03-09,0,
CUST00172,64,Female,Gen-Z,Premium,Ahmedabad,Gujarat,318025,703,2022-09-03,0,
CUST00173,45,Female,Millennial,Basic,Kolkata,West Bengal,1181031,719,2021-03-07,0,
CUST00174,58,Female,Gen-Z,Basic,Surat,Gujarat,439631,821,2022-01-30,0,
CUST00175,49,Female,Millennial,Basic,Pune,Maharashtra,1148572,659,2022-01-26,1,2023-04-11
CUST00176,59,Male,Gen-Z,Premium,Ahmedabad,Gujarat,302942,700,2022-09-03,0,
CUST00177,38,Female,Gen-X,Elite,Kolkata,West Bengal,1097070,680,2022-04-25,1,2024-01-19
CUST00178,29,Female,Millennial,Basic,Chennai,Tamil Nadu,572796,817,2022-06-26,0,
CUST00179,63,Female,Boomer,Premium,Delhi,Delhi,1523539,572,2021-09-15,0,
CUST00180,53,Female,Gen-Z,Elite,Mumbai,Maharashtra,396037,688,2022-07-21,0,
CUST00181,62,Male,Millennial,Basic,Ahmedabad,Gujarat,1088344,788,2023-06-01,0,
CUST00182,57,Female,Gen-Z,Premium,Jaipur,Rajasthan,549715,741,2021-01-12,1,2021-05-26
CUST00183,40,Male,Boomer,Basic,Delhi,Delhi,1401353,676,2022-11-28,1,2023-06-18
CUST00184,32,Male,Gen-X,Elite,Delhi,Delhi,1598938,578,2023-01-09,0,
CUST00185,60,Female,Millennial,Premium,Chennai,Tamil Nadu,990111,670,2021-04-28,0,
CUST00186,55,Male,Gen-X,Elite,Mumbai,Maharashtra,1608516,747,2022-11-30,1,2023-03-06
CUST00187,29,Female,Gen-X,Premium,Kolkata,West Bengal,1264290,723,2022-07-04,0,
CUST00188,42,Male,Millennial,Basic,Chennai,Tamil Nadu,977979,693,2023-02-08,1,2024-03-16
CUST00189,37,Male,Millennial,Elite,Pune,Maharashtra,1128184,728,2021-10-01,1,2022-05-22
CUST00190,64,Male,Gen-Z,Basic,Delhi,Delhi,399772,560,2023-02-27,0,
CUST00191,62,Male,Gen-Z,Basic,Ahmedabad,Gujarat,583466,688,2022-10-19,0,
CUST00192,36,Female,Gen-X,Premium,Ahmedabad,Gujarat,816297,802,2021-12-15,0,
CUST00193,26,Female,Boomer,Premium,Chennai,Tamil Nadu,1018899,568,2021-04-25,0,
CUST00194,29,Female,Millennial,Elite,Pune,Maharashtra,592468,709,2021-10-28,0,
CUST00195,64,Male,Millennial,Basic,Bangalore,Karnataka,588633,671,2022-03-22,0,
CUST00196,18,Female,Millennial,Premium,Hyderabad,Telangana,1070800,621,2021-06-11,0,
CUST00197,62,Female,Gen-X,Premium,Jaipur,Rajasthan,1902041,604,2022-04-10,1,2023-04-21
CUST00198,54,Male,Gen-X,Basic,Jaipur,Rajasthan,1733309,718,2021-01-04,0,
CUST00199,43,Female,Gen-X,Basic,Bangalore,Karnataka,1971938,648,2023-01-10,0,
CUST00200,54,Female,Gen-X,Basic,Delhi,Delhi,1059594,619,2023-06-16,0,
CUST00201,20,Male,Millennial,Basic,Kolkata,West Bengal,598559,698,2023-01-07,0,
CUST00202,29,Female,Gen-Z,Elite,Mumbai,Maharashtra,456211,666,2021-09-27,0,
CUST00203,56,Male,Gen-Z,Premium,Bangalore,Karnataka,548711,575,2022-05-28,0,
CUST00204,38,Male,Gen-X,Premium,Pune,Maharashtra,847806,797,2023-02-20,0,
CUST00205,57,Male,Millennial,Elite,Ahmedabad,Gujarat,1196895,758,2021-07-02,0,
CUST00206,32,Female,Gen-Z,Basic,Hyderabad,Telangana,480673,776,2022-06-04,1,2023-01-25
CUST00207,58,Male,Gen-Z,Premium,Delhi,Delhi,593682,663,2021-04-19,0,
CUST00208,54,Male,Gen-X,Basic,Hyderabad,Telangana,1238097,743,2023-06-11,0,
CUST00209,24,Female,Gen-Z,Elite,Mumbai,Maharashtra,437407,559,2022-10-03,1,
CUST00210,49,Female,Gen-Z,Basic,Ahmedabad,Gujarat,525708,644,2021-11-02,1,2023-01-19
CUST00211,27,Female,Millennial,Elite,Pune,Maharashtra,1054890,670,2023-05-12,0,
CUST00212,39,Male,Gen-X,Basic,Jaipur,Rajasthan,1079639,675,2022-10-17,0,
CUST00213,65,Female,Gen-X,Basic,Mumbai,Maharashtra,1915761,586,2022-06-04,0,
CUST00214,22,Male,Gen-Z,Premium,Bangalore,Karnataka,560226,618,2022-09-16,0,
CUST00215,33,Female,Gen-X,Basic,Jaipur,Rajasthan,821846,846,2021-07-23,0,
CUST00216,40,Female,Gen-Z,Premium,Jaipur,Rajasthan,338570,723,2021-06-06,0,
CUST00217,38,Female,Millennial,Basic,Pune,Maharashtra,847267,594,2022-01-18,0,
CUST00218,28,Female,Gen-X,Premium,Bangalore,Karnataka,1353146,672,2023-02-20,0,
CUST00219,58,Female,Millennial,Basic,Chennai,Tamil Nadu,995873,576,2021-06-15,0,
CUST00220,23,Female,Gen-X,Basic,Mumbai,Maharashtra,907653,742,2022-07-07,0,
CUST00221,63,Male,Gen-X,Basic,Kolkata,West Bengal,1573826,685,2023-03-09,0,
CUST00222,60,Male,Millennial,Basic,Surat,Gujarat,931458,744,2022-06-28,0,
CUST00223,58,Female,Gen-Z,Basic,Ahmedabad,Gujarat,370085,598,2021-01-01,1,2021-06-05
CUST00224,64,Male,Millennial,Basic,Pune,Maharashtra,879675,645,2022-09-06,0,
CUST00225,39,Female,Millennial,Basic,Ahmedabad,Gujarat,655545,670,2021-11-28,0,
CUST00226,46,Female,Gen-Z,Basic,Mumbai,Maharashtra,344076,798,2022-05-16,0,
CUST00227,18,Male,Boomer,Premium,Bangalore,Karnataka,1287761,766,2021-01-20,0,
CUST00228,34,Female,Millennial,Elite,Kolkata,West Bengal,1184231,663,2021-04-25,0,
CUST00229,31,Female,Gen-X,Basic,Surat,Gujarat,1084320,563,2022-01-07,0,
CUST00230,33,Female,Millennial,Premium,Hyderabad,Telangana,748735,611,2023-06-19,0,
CUST00231,62,Male,Gen-X,Premium,Kolkata,West Bengal,1107887,592,2023-05-02,0,
CUST00232,22,Female,Millennial,Basic,Pune,Maharashtra,686521,789,2023-04-07,1,2023-12-31
CUST00233,40,Male,Millennial,Premium,Ahmedabad,Gujarat,782934,645,2021-11-11,0,
CUST00234,34,Female,Millennial,Basic,Kolkata,West Bengal,991298,576,2021-09-03,0,
CUST00235,24,Female,Gen-Z,Premium,Delhi,Delhi,311641,791,2021-03-01,0,
CUST00236,64,Male,Gen-X,Basic,Bangalore,Karnataka,1948549,789,2021-09-04,0,
CUST00237,18,Female,Millennial,Premium,Bangalore,Karnataka,532395,616,2023-06-19,0,
CUST00238,21,Male,Gen-Z,Premium,Delhi,Delhi,564375,830,2022-08-04,0,
CUST00239,42,Female,Millennial,Basic,Jaipur,Rajasthan,1126064,741,2021-03-22,0,
CUST00240,46,Female,Gen-Z,Basic,Jaipur,Rajasthan,457346,668,2021-03-29,0,
CUST00241,64,Male,Boomer,Elite,Mumbai,Maharashtra,764396,701,2023-01-20,0,
CUST00242,44,Male,Boomer,Basic,Chennai,Tamil Nadu,1278175,814,2022-05-13,0,
CUST00243,28,Female,Boomer,Premium,Hyderabad,Telangana,1354358,780,2023-04-16,0,
CUST00244,44,Male,Millennial,Elite,Delhi,Delhi,1100431,798,2021-03-12,0,
CUST00245,49,Male,Gen-Z,Premium,Mumbai,Maharashtra,465268,608,2023-02-18,1,2024-05-27
CUST00246,42,Male,Boomer,Premium,Ahmedabad,Gujarat,1092851,566,2022-06-30,0,
CUST00247,40,Male,Millennial,Premium,Delhi,Delhi,1086803,720,2023-02-24,0,
CUST00248,52,Female,Boomer,Elite,Chennai,Tamil Nadu,1777142,681,2021-05-09,0,
CUST00249,42,Female,Boomer,Basic,Delhi,Delhi,1374123,685,2021-05-12,0,
CUST00250,24,Male,Gen-X,Basic,Chennai,Tamil Nadu,1849264,591,2022-11-07,0,
CUST00251,48,Male,Millennial,Basic,Chennai,Tamil Nadu,919114,555,2022-05-02,1,2023-10-25
CUST00252,54,Male,Millennial,Elite,Chennai,Tamil Nadu,982851,719,2022-07-17,0,
CUST00253,59,Female,Gen-X,Premium,Bangalore,Karnataka,1625800,837,2021-06-19,0,
CUST00254,61,Female,Millennial,Basic,Kolkata,West Bengal,993350,764,2021-09-29,1,2022-08-10
CUST00255,32,Female,Gen-Z,Elite,Bangalore,Karnataka,396304,618,2022-06-25,0,
CUST00256,28,Female,Millennial,Basic,Mumbai,Maharashtra,902962,576,2023-06-13,0,
CUST00257,46,Female,Boomer,Basic,Bangalore,Karnataka,1312962,774,2022-09-14,0,
CUST00258,22,Female,Gen-X,Premium,Bangalore,Karnataka,1178085,783,2022-03-10,0,
CUST00259,20,Male,Millennial,Basic,Ahmedabad,Gujarat,744896,600,2021-08-05,0,
CUST00260,36,Female,Gen-Z,Elite,Delhi,Delhi,528674,698,2022-07-07,0,
CUST00261,19,Female,Millennial,Basic,Bangalore,Karnataka,907906,624,2023-02-13,0,
CUST00262,38,Male,Boomer,Premium,Surat,Gujarat,779053,641,2023-01-18,0,
CUST00263,34,Female,Gen-Z,Premium,Chennai,Tamil Nadu,551291,617,2022-12-08,0,
CUST00264,24,Female,Millennial,Basic,Delhi,Delhi,1118180,784,2021-07-25,0,
CUST00265,22,Female,Gen-X,Elite,Jaipur,Rajasthan,1359369,693,2023-01-01,0,
CUST00266,39,Male,Gen-X,Premium,Ahmedabad,Gujarat,1050688,625,2021-11-16,0,
CUST00267,28,Female,Gen-X,Basic,Kolkata,West Bengal,1937127,635,2022-02-13,0,
CUST00268,42,Male,Gen-X,Basic,Ahmedabad,Gujarat,1858723,776,2022-11-19,0,
CUST00269,28,Female,Millennial,Elite,Chennai,Tamil Nadu,671067,605,2022-10-28,0,
CUST00270,64,Female,Millennial,Basic,Delhi,Delhi,566915,629,2022-01-18,0,
CUST00271,22,Female,Gen-X,Basic,Kolkata,West Bengal,1328784,573,2022-03-25,0,
CUST00272,53,Male,Gen-X,Basic,Hyderabad,Telangana,1611676,776,2022-06-14,0,
CUST00273,23,Female,Gen-X,Basic,Pune,Maharashtra,1010466,577,2022-04-08,0,
CUST00274,39,Male,Boomer,Premium,Ahmedabad,Gujarat,1215855,670,2021-05-04,1,2023-01-19
CUST00275,56,Female,Millennial,Basic,Kolkata,West Bengal,797790,642,2021-09-11,0,
CUST00276,57,Female,Millennial,Basic,Mumbai,Maharashtra,1123385,661,2021-08-19,0,
CUST00277,48,Male,Gen-X,Basic,Kolkata,West Bengal,1315479,580,2021-03-07,0,
CUST00278,63,Male,Millennial,Basic,Pune,Maharashtra,873643,692,2021-12-13,0,
CUST00279,19,Female,Gen-X,Elite,Chennai,Tamil Nadu,1946343,847,2021-01-22,0,
CUST00280,45,Male,Gen-X,Basic,Delhi,Delhi,1159630,776,2022-08-26,0,
CUST00281,59,Female,Gen-X,Elite,Hyderabad,Telangana,1146789,799,2022-07-22,0,
